PRIMEIRO_NOME;primeiro_sobrenome;segundo_sobrenome;PAIS;estado
Maria;Silva;Costa;Colômbia;Pernambuco
Carlos;Martins;Pereira;Chile;São Paulo
Pedro;Sousa;Oliveira;Portugal;Rio de Janeiro
Gustavo;Oliveira;Santos;Brasil;São Paulo
João;Sousa;Martins;Argentina;Bahia
Maria;Lima;Costa;Argentina;São Paulo
Fernanda;Lima;Pereira;Portugal;Ceará
Ana;Oliveira;Costa;Portugal;Minas Gerais
Ana;Costa;Pereira;Chile;Rio de Janeiro
Ana;Santos;Ferreira;Colômbia;São Paulo
Gustavo;Lima;Silva;Portugal;São Paulo
Carlos;Silva;Silva;Brasil;Minas Gerais
Ricardo;Sousa;Almeida;Colômbia;Paraná
Gustavo;Sousa;Almeida;Portugal;Rio Grande do Sul
Camila;Oliveira;Almeida;Argentina;Rio de Janeiro
Carlos;Martins;Martins;Chile;Bahia
Fernanda;Santos;Martins;Brasil;Minas Gerais
Pedro;Santos;Martins;Chile;Rio de Janeiro
Carlos;Sousa;Almeida;Brasil;Pernambuco
Luísa;Costa;Silva;Colômbia;Ceará
Gustavo;Almeida;Santos;Argentina;Rio Grande do Sul
Luísa;Almeida;Sousa;Argentina;Bahia
Fernanda;Sousa;Ferreira;Brasil;Rio de Janeiro
Carlos;Pereira;Sousa;Portugal;Pernambuco
Ana;Lima;Almeida;Portugal;Pernambuco
Carlos;Oliveira;Silva;Chile;Rio Grande do Sul
Ana;Sousa;Costa;Colômbia;Bahia
Ana;Lima;Santos;Colômbia;Minas Gerais
Gustavo;Almeida;Pereira;Portugal;São Paulo
Ana;Almeida;Ferreira;Brasil;Ceará
Maria;Martins;Costa;Brasil;São Paulo
Gustavo;Martins;Sousa;Portugal;Pernambuco
João;Sousa;Sousa;Brasil;Bahia
Gustavo;Silva;Costa;Portugal;Ceará
Camila;Almeida;Almeida;Argentina;Rio Grande do Sul
Luísa;Silva;Pereira;Brasil;Ceará
Maria;Lima;Costa;Colômbia;Rio de Janeiro
Maria;Martins;Costa;Argentina;Rio de Janeiro
Maria;Oliveira;Lima;Portugal;São Paulo
Pedro;Ferreira;Costa;Chile;Paraná
Maria;Oliveira;Martins;Portugal;Paraná
Fernanda;Santos;Santos;Colômbia;São Paulo
Ricardo;Oliveira;Almeida;Brasil;Rio Grande do Sul
Carlos;Ferreira;Costa;Portugal;Paraná
Carlos;Santos;Almeida;Colômbia;Rio Grande do Sul
Maria;Sousa;Sousa;Argentina;Bahia
Fernanda;Costa;Lima;Chile;Ceará
Camila;Silva;Santos;Colômbia;Pernambuco
Pedro;Ferreira;Silva;Colômbia;Ceará
Ricardo;Almeida;Sousa;Chile;São Paulo
Fernanda;Lima;Silva;Chile;São Paulo
Camila;Sousa;Lima;Chile;Ceará
Gustavo;Sousa;Santos;Argentina;Bahia
Carlos;Ferreira;Lima;Portugal;Paraná
Carlos;Costa;Ferreira;Argentina;Minas Gerais
Ricardo;Lima;Ferreira;Portugal;Ceará
Fernanda;Almeida;Almeida;Brasil;São Paulo
Gustavo;Santos;Santos;Argentina;Rio Grande do Sul
Camila;Lima;Almeida;Argentina;Rio Grande do Sul
Gustavo;Lima;Lima;Colômbia;Pernambuco
Camila;Martins;Almeida;Brasil;Rio de Janeiro
Ana;Martins;Martins;Chile;Rio de Janeiro
João;Lima;Sousa;Argentina;Pernambuco
Ricardo;Santos;Martins;Brasil;Pernambuco
Camila;Silva;Sousa;Chile;Ceará
Carlos;Lima;Pereira;Colômbia;São Paulo
João;Almeida;Lima;Chile;Pernambuco
Camila;Pereira;Sousa;Portugal;São Paulo
Ana;Costa;Ferreira;Chile;Rio de Janeiro
Gustavo;Sousa;Santos;Chile;Paraná
Maria;Almeida;Ferreira;Brasil;Bahia
Carlos;Silva;Santos;Brasil;Bahia
Camila;Sousa;Lima;Argentina;Pernambuco
Carlos;Pereira;Pereira;Argentina;Rio Grande do Sul
Maria;Pereira;Santos;Argentina;Paraná
Luísa;Sousa;Silva;Colômbia;São Paulo
Fernanda;Costa;Costa;Chile;Ceará
Ricardo;Oliveira;Almeida;Chile;Rio Grande do Sul
Ricardo;Silva;Pereira;Colômbia;Bahia
Luísa;Santos;Pereira;Brasil;Ceará
Maria;Oliveira;Oliveira;Chile;Bahia
Maria;Santos;Lima;Argentina;Pernambuco
Fernanda;Sousa;Ferreira;Colômbia;Minas Gerais
Camila;Oliveira;Santos;Colômbia;Ceará
Fernanda;Lima;Santos;Argentina;Rio Grande do Sul
Fernanda;Sousa;Almeida;Colômbia;Rio de Janeiro
Luísa;Martins;Costa;Brasil;Ceará
Ana;Sousa;Pereira;Brasil;Rio de Janeiro
Maria;Lima;Martins;Colômbia;Bahia
Camila;Martins;Ferreira;Chile;Rio Grande do Sul
Maria;Pereira;Lima;Brasil;Ceará
Ana;Ferreira;Lima;Colômbia;Bahia
Maria;Lima;Almeida;Portugal;Bahia
Luísa;Pereira;Santos;Portugal;Ceará
Gustavo;Ferreira;Almeida;Chile;Minas Gerais
Maria;Almeida;Oliveira;Colômbia;Minas Gerais
Fernanda;Martins;Almeida;Argentina;Ceará
Maria;Lima;Silva;Chile;Rio Grande do Sul
Ricardo;Costa;Ferreira;Chile;Minas Gerais
Luísa;Silva;Silva;Argentina;Paraná
Ricardo;Oliveira;Pereira;Chile;Pernambuco
João;Almeida;Costa;Portugal;Minas Gerais
Camila;Sousa;Ferreira;Argentina;Pernambuco
Camila;Martins;Lima;Brasil;Ceará
Maria;Almeida;Pereira;Portugal;Bahia
Maria;Santos;Silva;Argentina;Paraná
Ricardo;Santos;Martins;Portugal;Rio de Janeiro
Pedro;Silva;Pereira;Brasil;São Paulo
Gustavo;Ferreira;Lima;Portugal;Pernambuco
Gustavo;Silva;Lima;Brasil;Paraná
Ricardo;Costa;Silva;Chile;São Paulo
Ana;Costa;Almeida;Portugal;Paraná
Ricardo;Santos;Silva;Brasil;Pernambuco
Fernanda;Martins;Pereira;Portugal;Rio de Janeiro
João;Martins;Costa;Argentina;Ceará
Maria;Lima;Costa;Brasil;Pernambuco
Maria;Pereira;Almeida;Chile;Pernambuco
Ana;Pereira;Lima;Chile;Paraná
Maria;Almeida;Santos;Brasil;Rio Grande do Sul
Ana;Almeida;Lima;Portugal;Paraná
Maria;Martins;Pereira;Brasil;Rio de Janeiro
Camila;Sousa;Martins;Colômbia;Minas Gerais
Fernanda;Almeida;Pereira;Argentina;Paraná
Carlos;Costa;Almeida;Brasil;Ceará
Camila;Almeida;Pereira;Colômbia;Ceará
Pedro;Costa;Lima;Chile;Rio Grande do Sul
Pedro;Costa;Almeida;Colômbia;Rio Grande do Sul
Camila;Pereira;Costa;Portugal;São Paulo
Camila;Santos;Pereira;Brasil;Rio Grande do Sul
Camila;Oliveira;Silva;Chile;Rio de Janeiro
João;Sousa;Costa;Chile;Minas Gerais
Ana;Oliveira;Oliveira;Chile;Minas Gerais
João;Costa;Pereira;Colômbia;Minas Gerais
Maria;Santos;Pereira;Colômbia;Ceará
Gustavo;Ferreira;Almeida;Colômbia;Ceará
Ricardo;Costa;Almeida;Portugal;Bahia
Ana;Pereira;Pereira;Chile;Bahia
Fernanda;Silva;Ferreira;Colômbia;Rio de Janeiro
Gustavo;Martins;Almeida;Argentina;Pernambuco
Gustavo;Ferreira;Pereira;Chile;São Paulo
João;Ferreira;Martins;Argentina;Minas Gerais
Ricardo;Costa;Santos;Argentina;Rio de Janeiro
Ana;Santos;Ferreira;Argentina;Paraná
Luísa;Martins;Costa;Portugal;Minas Gerais
Fernanda;Ferreira;Silva;Argentina;Pernambuco
Luísa;Almeida;Sousa;Colômbia;Bahia
Maria;Costa;Oliveira;Argentina;Minas Gerais
Carlos;Pereira;Costa;Argentina;Minas Gerais
Pedro;Silva;Almeida;Colômbia;Bahia
Fernanda;Ferreira;Pereira;Chile;São Paulo
Gustavo;Martins;Lima;Colômbia;Bahia
Maria;Oliveira;Silva;Chile;Bahia
Pedro;Oliveira;Sousa;Brasil;Rio Grande do Sul
Maria;Sousa;Lima;Portugal;Pernambuco
Ana;Santos;Sousa;Portugal;Rio Grande do Sul
Fernanda;Costa;Santos;Portugal;São Paulo
Ana;Silva;Ferreira;Brasil;Minas Gerais
Gustavo;Costa;Costa;Portugal;Paraná
Ricardo;Almeida;Martins;Portugal;Pernambuco
Ricardo;Santos;Ferreira;Colômbia;Bahia
Camila;Ferreira;Costa;Colômbia;Ceará
Ricardo;Santos;Sousa;Brasil;Bahia
Ana;Santos;Martins;Colômbia;Paraná
Carlos;Costa;Silva;Brasil;Bahia
Luísa;Oliveira;Lima;Brasil;Ceará
Luísa;Oliveira;Oliveira;Argentina;Minas Gerais
Ricardo;Lima;Pereira;Brasil;Minas Gerais
Gustavo;Santos;Sousa;Argentina;Rio Grande do Sul
João;Almeida;Lima;Chile;Minas Gerais
Fernanda;Santos;Lima;Portugal;Rio de Janeiro
Gustavo;Costa;Ferreira;Colômbia;Rio de Janeiro
Carlos;Pereira;Sousa;Argentina;Ceará
Camila;Lima;Ferreira;Chile;Ceará
João;Costa;Oliveira;Brasil;Bahia
Ricardo;Oliveira;Lima;Colômbia;Bahia
Luísa;Lima;Martins;Colômbia;Ceará
Pedro;Lima;Ferreira;Chile;Ceará
Pedro;Martins;Costa;Portugal;Rio de Janeiro
Carlos;Santos;Lima;Colômbia;Rio Grande do Sul
Pedro;Martins;Silva;Chile;Rio Grande do Sul
Ricardo;Santos;Pereira;Brasil;Ceará
Luísa;Oliveira;Sousa;Chile;Ceará
Maria;Silva;Santos;Portugal;Minas Gerais
Ana;Santos;Ferreira;Argentina;Minas Gerais
Camila;Santos;Lima;Chile;Rio de Janeiro
João;Lima;Oliveira;Colômbia;São Paulo
Carlos;Martins;Silva;Brasil;Bahia
Camila;Sousa;Oliveira;Argentina;Ceará
Luísa;Pereira;Ferreira;Argentina;Ceará
Ana;Almeida;Ferreira;Portugal;Rio de Janeiro
Fernanda;Silva;Almeida;Portugal;Minas Gerais
Luísa;Oliveira;Ferreira;Brasil;Bahia
Gustavo;Almeida;Almeida;Brasil;São Paulo
Camila;Santos;Ferreira;Chile;São Paulo
Luísa;Oliveira;Martins;Colômbia;São Paulo
Fernanda;Pereira;Costa;Chile;Rio Grande do Sul
João;Santos;Costa;Chile;Rio Grande do Sul
Camila;Ferreira;Almeida;Argentina;Rio Grande do Sul
João;Martins;Martins;Argentina;Rio de Janeiro
Ana;Costa;Sousa;Portugal;Bahia
João;Sousa;Lima;Colômbia;Pernambuco
Pedro;Oliveira;Almeida;Portugal;São Paulo
Ricardo;Almeida;Santos;Brasil;Rio Grande do Sul
Fernanda;Oliveira;Ferreira;Argentina;São Paulo
Fernanda;Costa;Costa;Colômbia;Paraná
João;Lima;Costa;Chile;Rio Grande do Sul
Fernanda;Ferreira;Sousa;Brasil;Minas Gerais
Ricardo;Pereira;Lima;Colômbia;Minas Gerais
Gustavo;Oliveira;Sousa;Portugal;Rio de Janeiro
Luísa;Costa;Ferreira;Argentina;Pernambuco
Maria;Oliveira;Sousa;Chile;Minas Gerais
Maria;Lima;Santos;Brasil;Pernambuco
Gustavo;Sousa;Lima;Argentina;Rio Grande do Sul
João;Martins;Oliveira;Portugal;Bahia
Luísa;Sousa;Martins;Portugal;Minas Gerais
Luísa;Oliveira;Oliveira;Colômbia;Paraná
Luísa;Sousa;Pereira;Colômbia;Bahia
Luísa;Pereira;Martins;Chile;Rio Grande do Sul
Camila;Martins;Martins;Argentina;Rio Grande do Sul
Ana;Oliveira;Oliveira;Colômbia;São Paulo
João;Pereira;Silva;Portugal;Paraná
Ricardo;Ferreira;Ferreira;Chile;Pernambuco
Carlos;Silva;Ferreira;Colômbia;Rio Grande do Sul
Camila;Costa;Lima;Colômbia;Rio de Janeiro
Carlos;Pereira;Oliveira;Colômbia;Rio Grande do Sul
Pedro;Sousa;Santos;Brasil;São Paulo
Pedro;Costa;Pereira;Chile;Paraná
Carlos;Oliveira;Silva;Argentina;Ceará
Luísa;Oliveira;Silva;Brasil;Rio Grande do Sul
Carlos;Sousa;Almeida;Chile;Rio Grande do Sul
Pedro;Sousa;Silva;Portugal;Rio Grande do Sul
Carlos;Santos;Ferreira;Argentina;Rio Grande do Sul
Gustavo;Silva;Almeida;Portugal;Bahia
Camila;Lima;Lima;Portugal;Rio Grande do Sul
Gustavo;Sousa;Sousa;Argentina;Rio de Janeiro
João;Ferreira;Martins;Portugal;Rio Grande do Sul
Camila;Lima;Ferreira;Colômbia;Minas Gerais
Maria;Lima;Martins;Brasil;Paraná
Fernanda;Martins;Ferreira;Argentina;Rio de Janeiro
Fernanda;Martins;Santos;Portugal;São Paulo
Maria;Ferreira;Lima;Brasil;Rio Grande do Sul
Luísa;Martins;Martins;Brasil;Rio de Janeiro
Gustavo;Almeida;Ferreira;Argentina;Paraná
Fernanda;Sousa;Santos;Chile;Pernambuco
Ricardo;Martins;Costa;Colômbia;São Paulo
Luísa;Santos;Santos;Argentina;Paraná
Fernanda;Costa;Costa;Brasil;Ceará
Camila;Martins;Almeida;Brasil;Rio Grande do Sul
Luísa;Lima;Costa;Brasil;São Paulo
Luísa;Sousa;Almeida;Argentina;São Paulo
Luísa;Martins;Silva;Brasil;Pernambuco
Gustavo;Martins;Pereira;Argentina;Minas Gerais
Camila;Silva;Oliveira;Colômbia;Minas Gerais
Camila;Ferreira;Sousa;Argentina;São Paulo
Gustavo;Ferreira;Silva;Argentina;Rio de Janeiro
Gustavo;Ferreira;Martins;Argentina;Ceará
Gustavo;Pereira;Martins;Colômbia;São Paulo
Camila;Silva;Pereira;Colômbia;Pernambuco
Camila;Oliveira;Santos;Argentina;São Paulo
Carlos;Silva;Sousa;Portugal;Paraná
Fernanda;Sousa;Martins;Chile;Bahia
Ana;Martins;Ferreira;Brasil;Pernambuco
Camila;Costa;Almeida;Portugal;São Paulo
João;Martins;Martins;Brasil;Rio de Janeiro
João;Sousa;Oliveira;Argentina;Rio de Janeiro
Ana;Costa;Costa;Portugal;São Paulo
Luísa;Santos;Sousa;Brasil;Pernambuco
Fernanda;Oliveira;Sousa;Brasil;Bahia
Ana;Lima;Almeida;Colômbia;Rio Grande do Sul
Pedro;Costa;Santos;Argentina;Minas Gerais
Camila;Martins;Almeida;Brasil;Ceará
Gustavo;Lima;Almeida;Chile;Minas Gerais
Ricardo;Pereira;Silva;Brasil;Rio Grande do Sul
Pedro;Martins;Costa;Brasil;Rio Grande do Sul
Carlos;Santos;Costa;Colômbia;Rio Grande do Sul
Carlos;Silva;Martins;Portugal;Minas Gerais
Maria;Sousa;Lima;Brasil;Rio de Janeiro
Ana;Costa;Ferreira;Argentina;Bahia
Luísa;Sousa;Oliveira;Colômbia;Pernambuco
Camila;Lima;Santos;Colômbia;São Paulo
Pedro;Martins;Lima;Brasil;Rio Grande do Sul
Gustavo;Santos;Ferreira;Argentina;São Paulo
Luísa;Lima;Costa;Argentina;Rio Grande do Sul
Carlos;Sousa;Costa;Colômbia;Rio Grande do Sul
Fernanda;Lima;Silva;Portugal;Paraná
Camila;Sousa;Ferreira;Portugal;Rio de Janeiro
Camila;Almeida;Silva;Argentina;São Paulo
Ricardo;Sousa;Santos;Chile;Rio Grande do Sul
Ana;Martins;Ferreira;Chile;Paraná
João;Ferreira;Lima;Colômbia;Pernambuco
Pedro;Costa;Martins;Colômbia;Bahia
Luísa;Pereira;Santos;Brasil;Rio de Janeiro
Pedro;Santos;Silva;Colômbia;Rio de Janeiro
Fernanda;Santos;Pereira;Portugal;Bahia
Pedro;Martins;Costa;Chile;Paraná
Camila;Pereira;Martins;Chile;São Paulo
Ana;Lima;Sousa;Chile;Pernambuco
Carlos;Sousa;Pereira;Argentina;Rio Grande do Sul
Luísa;Silva;Ferreira;Brasil;Paraná
Fernanda;Sousa;Martins;Brasil;Ceará
Camila;Costa;Silva;Portugal;Bahia
Ana;Costa;Oliveira;Portugal;Minas Gerais
João;Oliveira;Ferreira;Portugal;Minas Gerais
Pedro;Almeida;Almeida;Chile;Bahia
Ana;Santos;Costa;Chile;Rio Grande do Sul
Pedro;Oliveira;Almeida;Portugal;Rio Grande do Sul
João;Sousa;Costa;Chile;Pernambuco
João;Silva;Santos;Portugal;Paraná
Carlos;Pereira;Lima;Argentina;Minas Gerais
João;Almeida;Almeida;Brasil;Minas Gerais
Ricardo;Ferreira;Santos;Brasil;Bahia
Maria;Santos;Almeida;Chile;Bahia
Pedro;Lima;Almeida;Portugal;Minas Gerais
Luísa;Sousa;Santos;Portugal;Rio de Janeiro
Pedro;Silva;Santos;Portugal;Minas Gerais
Pedro;Pereira;Martins;Argentina;Minas Gerais
Carlos;Costa;Almeida;Portugal;Pernambuco
Pedro;Ferreira;Almeida;Chile;Rio de Janeiro
Pedro;Almeida;Oliveira;Brasil;Minas Gerais
Carlos;Sousa;Sousa;Brasil;São Paulo
Ricardo;Oliveira;Oliveira;Argentina;Rio Grande do Sul
Camila;Martins;Santos;Argentina;Rio Grande do Sul
Fernanda;Ferreira;Costa;Portugal;Bahia
João;Ferreira;Oliveira;Portugal;Ceará
Luísa;Lima;Oliveira;Argentina;Paraná
João;Pereira;Almeida;Brasil;São Paulo
Camila;Silva;Santos;Brasil;Rio de Janeiro
Ricardo;Silva;Pereira;Argentina;Minas Gerais
Pedro;Pereira;Santos;Portugal;São Paulo
Gustavo;Pereira;Costa;Argentina;Ceará
Carlos;Lima;Almeida;Brasil;Pernambuco
Fernanda;Oliveira;Sousa;Argentina;São Paulo
Ana;Sousa;Martins;Argentina;Ceará
Maria;Lima;Lima;Brasil;Minas Gerais
Ana;Oliveira;Silva;Colômbia;Paraná
Carlos;Lima;Costa;Portugal;Paraná
Fernanda;Costa;Almeida;Portugal;Rio Grande do Sul
Ricardo;Martins;Lima;Colômbia;Rio Grande do Sul
Carlos;Oliveira;Oliveira;Chile;Bahia
Fernanda;Oliveira;Lima;Colômbia;Pernambuco
Gustavo;Ferreira;Ferreira;Argentina;Rio Grande do Sul
Ricardo;Santos;Sousa;Portugal;Ceará
Pedro;Pereira;Sousa;Brasil;Paraná
Carlos;Ferreira;Almeida;Portugal;Minas Gerais
Gustavo;Silva;Almeida;Argentina;Rio de Janeiro
Ricardo;Martins;Lima;Brasil;Pernambuco
Ricardo;Ferreira;Almeida;Chile;Rio de Janeiro
Pedro;Sousa;Almeida;Colômbia;Bahia
Ricardo;Santos;Lima;Brasil;Rio de Janeiro
Camila;Sousa;Santos;Brasil;Minas Gerais
Carlos;Oliveira;Silva;Argentina;Rio Grande do Sul
Carlos;Ferreira;Silva;Argentina;Rio de Janeiro
Ana;Sousa;Sousa;Argentina;Ceará
Ana;Pereira;Pereira;Brasil;Bahia
Pedro;Silva;Santos;Portugal;São Paulo
Pedro;Santos;Oliveira;Brasil;Rio de Janeiro
Carlos;Santos;Silva;Argentina;Bahia
Ricardo;Santos;Ferreira;Portugal;Ceará
Fernanda;Costa;Ferreira;Chile;Paraná
Ana;Almeida;Lima;Portugal;Rio Grande do Sul
Ricardo;Santos;Martins;Colômbia;São Paulo
Fernanda;Martins;Costa;Argentina;Ceará
Maria;Martins;Sousa;Argentina;Pernambuco
Ana;Santos;Lima;Portugal;Pernambuco
Fernanda;Santos;Oliveira;Brasil;São Paulo
Carlos;Lima;Ferreira;Brasil;Pernambuco
Camila;Costa;Silva;Portugal;Ceará
Ana;Almeida;Martins;Portugal;Minas Gerais
Fernanda;Pereira;Costa;Argentina;Rio Grande do Sul
Pedro;Silva;Pereira;Portugal;Rio Grande do Sul
Carlos;Silva;Pereira;Portugal;Bahia
Carlos;Santos;Pereira;Chile;Bahia
Camila;Costa;Pereira;Portugal;Paraná
João;Santos;Almeida;Colômbia;Ceará
Luísa;Costa;Ferreira;Chile;Paraná
Ana;Costa;Sousa;Portugal;Paraná
Fernanda;Sousa;Lima;Portugal;Pernambuco
Camila;Pereira;Silva;Chile;Rio Grande do Sul
Carlos;Pereira;Almeida;Brasil;São Paulo
Camila;Costa;Almeida;Brasil;Ceará
Pedro;Lima;Santos;Portugal;Rio Grande do Sul
Ricardo;Almeida;Santos;Brasil;São Paulo
Luísa;Costa;Sousa;Chile;Bahia
Gustavo;Silva;Pereira;Brasil;São Paulo
Fernanda;Silva;Lima;Colômbia;São Paulo
Fernanda;Costa;Almeida;Brasil;Ceará
Ana;Oliveira;Sousa;Chile;São Paulo
Carlos;Costa;Lima;Brasil;Pernambuco
Ana;Sousa;Pereira;Portugal;Bahia
Maria;Pereira;Costa;Brasil;Pernambuco
Camila;Silva;Santos;Brasil;Pernambuco
Ricardo;Sousa;Martins;Brasil;Pernambuco
Camila;Almeida;Ferreira;Brasil;Rio de Janeiro
Fernanda;Martins;Almeida;Argentina;Rio de Janeiro
Luísa;Pereira;Lima;Brasil;Ceará
Pedro;Costa;Ferreira;Argentina;Rio Grande do Sul
Maria;Pereira;Silva;Brasil;Minas Gerais
Ricardo;Ferreira;Pereira;Chile;Ceará
Maria;Silva;Pereira;Chile;Paraná
João;Martins;Santos;Portugal;Minas Gerais
Maria;Silva;Martins;Colômbia;Rio Grande do Sul
Fernanda;Lima;Silva;Colômbia;Paraná
Fernanda;Lima;Martins;Portugal;Bahia
Fernanda;Lima;Costa;Brasil;Minas Gerais
Gustavo;Pereira;Pereira;Chile;Bahia
Carlos;Pereira;Pereira;Colômbia;Rio de Janeiro
Carlos;Pereira;Pereira;Brasil;Bahia
Pedro;Sousa;Martins;Argentina;Paraná
Carlos;Santos;Martins;Colômbia;Bahia
Ana;Almeida;Oliveira;Argentina;Rio Grande do Sul
Fernanda;Santos;Silva;Portugal;Paraná
Carlos;Lima;Costa;Colômbia;Rio de Janeiro
Pedro;Martins;Lima;Brasil;Paraná
Camila;Martins;Santos;Brasil;Pernambuco
João;Almeida;Oliveira;Brasil;Pernambuco
Ricardo;Lima;Silva;Portugal;Pernambuco
Ana;Ferreira;Santos;Colômbia;Ceará
Ricardo;Pereira;Sousa;Argentina;São Paulo
Pedro;Martins;Lima;Chile;Bahia
Carlos;Ferreira;Oliveira;Brasil;Ceará
Maria;Costa;Pereira;Portugal;Rio Grande do Sul
Ana;Silva;Sousa;Colômbia;Bahia
Carlos;Sousa;Costa;Brasil;Bahia
Pedro;Costa;Sousa;Chile;São Paulo
João;Almeida;Ferreira;Portugal;São Paulo
Pedro;Almeida;Silva;Portugal;Ceará
Fernanda;Oliveira;Santos;Argentina;Pernambuco
Ricardo;Almeida;Almeida;Portugal;Bahia
Pedro;Pereira;Santos;Brasil;Ceará
Ricardo;Almeida;Costa;Argentina;Pernambuco
João;Sousa;Ferreira;Portugal;Rio Grande do Sul
Carlos;Almeida;Santos;Argentina;Minas Gerais
Luísa;Martins;Lima;Colômbia;Bahia
Ana;Costa;Costa;Colômbia;Bahia
João;Silva;Costa;Chile;Rio de Janeiro
Ana;Costa;Oliveira;Brasil;Pernambuco
Fernanda;Silva;Silva;Chile;Pernambuco
Carlos;Silva;Ferreira;Argentina;Rio de Janeiro
Maria;Almeida;Costa;Colômbia;Minas Gerais
Ana;Santos;Ferreira;Brasil;Bahia
Fernanda;Lima;Martins;Portugal;Paraná
Luísa;Sousa;Santos;Colômbia;Ceará
Carlos;Silva;Santos;Brasil;Bahia
Camila;Lima;Pereira;Argentina;Rio de Janeiro
Gustavo;Silva;Martins;Colômbia;Rio de Janeiro
Ana;Sousa;Almeida;Colômbia;Minas Gerais
Maria;Martins;Silva;Colômbia;Paraná
Ana;Silva;Oliveira;Portugal;Bahia
Carlos;Costa;Ferreira;Colômbia;Minas Gerais
Maria;Martins;Santos;Portugal;Paraná
Luísa;Pereira;Sousa;Brasil;Minas Gerais
Fernanda;Lima;Ferreira;Argentina;Pernambuco
Gustavo;Santos;Silva;Colômbia;Paraná
Ricardo;Almeida;Santos;Argentina;Pernambuco
Pedro;Almeida;Sousa;Portugal;Pernambuco
Ricardo;Pereira;Ferreira;Portugal;Minas Gerais
Ana;Silva;Martins;Chile;São Paulo
Luísa;Pereira;Oliveira;Brasil;Paraná
Camila;Ferreira;Santos;Portugal;Ceará
Camila;Sousa;Martins;Brasil;Pernambuco
Camila;Santos;Silva;Argentina;Rio Grande do Sul
Fernanda;Sousa;Martins;Colômbia;Pernambuco
Luísa;Pereira;Oliveira;Chile;Rio de Janeiro
Maria;Santos;Silva;Brasil;Bahia
Camila;Pereira;Pereira;Brasil;Rio Grande do Sul
João;Oliveira;Lima;Argentina;Rio Grande do Sul
Fernanda;Silva;Sousa;Argentina;Ceará
Fernanda;Santos;Costa;Argentina;Ceará
João;Lima;Sousa;Argentina;São Paulo
João;Ferreira;Sousa;Portugal;Minas Gerais
Luísa;Costa;Almeida;Portugal;Pernambuco
João;Sousa;Sousa;Portugal;Pernambuco
Gustavo;Oliveira;Oliveira;Portugal;São Paulo
Carlos;Silva;Costa;Chile;Rio Grande do Sul
Ricardo;Santos;Silva;Colômbia;Rio de Janeiro
Fernanda;Sousa;Costa;Argentina;Paraná
Carlos;Oliveira;Ferreira;Chile;Bahia
João;Almeida;Pereira;Portugal;Minas Gerais
Maria;Pereira;Almeida;Argentina;Bahia
Pedro;Martins;Silva;Colômbia;Ceará
Ana;Sousa;Oliveira;Colômbia;Ceará
Maria;Costa;Silva;Chile;Ceará
Pedro;Sousa;Silva;Argentina;Rio de Janeiro
Ricardo;Oliveira;Costa;Argentina;Bahia
Pedro;Silva;Almeida;Chile;Ceará
Pedro;Santos;Almeida;Chile;Rio de Janeiro
Carlos;Oliveira;Ferreira;Portugal;Rio de Janeiro
Pedro;Almeida;Santos;Brasil;Rio Grande do Sul
Maria;Silva;Costa;Colômbia;Rio de Janeiro
Ricardo;Sousa;Oliveira;Argentina;Bahia
Ana;Lima;Martins;Colômbia;Ceará
Carlos;Ferreira;Almeida;Colômbia;Ceará
João;Almeida;Costa;Portugal;Rio de Janeiro
Luísa;Oliveira;Ferreira;Chile;Paraná
Camila;Oliveira;Almeida;Chile;Pernambuco
Maria;Martins;Oliveira;Chile;Pernambuco
João;Silva;Almeida;Chile;Rio Grande do Sul
Fernanda;Almeida;Costa;Portugal;Rio Grande do Sul
Camila;Ferreira;Ferreira;Colômbia;Pernambuco
Maria;Ferreira;Almeida;Portugal;Ceará
Ricardo;Almeida;Oliveira;Colômbia;Minas Gerais
Pedro;Pereira;Pereira;Argentina;Rio de Janeiro
Luísa;Oliveira;Ferreira;Chile;São Paulo
Camila;Silva;Sousa;Chile;Rio de Janeiro
Carlos;Silva;Santos;Colômbia;Bahia
Fernanda;Lima;Pereira;Brasil;Pernambuco
Camila;Costa;Pereira;Argentina;Pernambuco
Carlos;Martins;Almeida;Portugal;Ceará
Luísa;Sousa;Almeida;Argentina;Pernambuco
João;Silva;Costa;Chile;Minas Gerais
Maria;Pereira;Ferreira;Argentina;Pernambuco
Carlos;Pereira;Costa;Argentina;Paraná
Maria;Almeida;Ferreira;Colômbia;Paraná
Luísa;Pereira;Lima;Chile;Pernambuco
Camila;Almeida;Silva;Brasil;Ceará
Fernanda;Lima;Santos;Colômbia;Rio de Janeiro
Ricardo;Martins;Santos;Portugal;Paraná
Ricardo;Lima;Pereira;Argentina;São Paulo
Ana;Lima;Ferreira;Brasil;Paraná
Ana;Almeida;Sousa;Colômbia;Ceará
Carlos;Pereira;Martins;Argentina;Pernambuco
Carlos;Santos;Ferreira;Chile;São Paulo
Carlos;Sousa;Sousa;Argentina;Rio de Janeiro
Fernanda;Almeida;Silva;Chile;Ceará
Camila;Oliveira;Almeida;Brasil;Paraná
Ricardo;Martins;Ferreira;Portugal;Paraná
Luísa;Costa;Ferreira;Brasil;Bahia
João;Silva;Lima;Brasil;Bahia
Camila;Silva;Martins;Argentina;São Paulo
Camila;Ferreira;Almeida;Brasil;Rio de Janeiro
Fernanda;Santos;Martins;Argentina;Paraná
Carlos;Lima;Sousa;Portugal;Paraná
